,location,total_sqft,bath,price,bhk
2865,Marathahalli,1350.0,2.0,89.0,2
2866,Marathahalli,1020.0,2.0,57.0,2
2867,Marathahalli,1600.0,3.0,88.0,2
2869,Marathahalli,1358.0,2.0,81.0,2
2870,Marathahalli,1205.0,2.0,75.0,2
2871,Marathahalli,1200.0,2.0,67.0,2
2872,Marathahalli,1050.0,2.0,65.0,2
2875,Marathahalli,881.0,2.0,48.06,2
2878,Marathahalli,1680.0,3.0,105.0,3
2879,Marathahalli,700.0,1.0,38.0,1
2880,Marathahalli,1469.0,3.0,89.0,3
2881,Marathahalli,1690.0,3.0,116.0,3
2882,Marathahalli,1065.0,2.0,55.0,2
2885,Marathahalli,1730.0,3.0,115.0,3
2886,Marathahalli,1250.0,2.0,68.0,2
2887,Marathahalli,1350.0,2.0,90.0,2
2888,Marathahalli,2500.0,5.0,175.0,4
2890,Marathahalli,3400.0,4.0,235.0,4
2891,Marathahalli,3800.0,4.0,235.0,4
2892,Marathahalli,3951.0,4.0,230.0,4
2893,Marathahalli,1270.0,2.0,73.0,2
2895,Marathahalli,1144.0,2.0,65.0,2
2899,Marathahalli,1270.0,2.0,80.0,2
2900,Marathahalli,1146.0,2.0,69.0,2
2901,Marsur,1800.0,4.0,145.0,4
2902,Marsur,1200.0,3.0,90.0,3
2903,Marsur,1200.0,3.0,120.0,3
2904,Munnekollal,1102.0,2.0,53.67,2
2905,Munnekollal,1390.0,3.0,68.0,3
2906,Munnekollal,950.0,2.0,46.5,2
2907,Munnekollal,1560.0,3.0,75.0,3
2908,Munnekollal,1750.0,3.0,86.5,3
2909,Munnekollal,1385.0,2.0,66.5,3
2910,Munnekollal,1080.0,2.0,45.0,2
2911,Munnekollal,1540.0,2.0,70.0,3
2912,Munnekollal,1200.0,2.0,57.9,3
2913,Munnekollal,1030.0,2.0,50.36,2
2914,Mysore Road,1175.0,2.0,73.5,2
2916,Mysore Road,1200.0,2.0,85.0,2
2917,Mysore Road,1060.0,2.0,62.0,2
2918,Mysore Road,980.0,2.0,45.47,2
2919,Mysore Road,1070.0,2.0,49.65,2
2920,Mysore Road,883.0,2.0,50.0,2
2921,Mysore Road,1237.0,2.0,73.0,2
2922,Mysore Road,883.0,2.0,45.0,2
2923,Mysore Road,1029.5,2.0,50.855,2
2924,Mysore Road,940.0,2.0,43.61,2
2926,Mysore Road,1568.0,2.0,100.0,3
2928,Mysore Road,1175.0,2.0,70.5,2
2930,Nagarbhavi,884.0,2.0,36.0,1
2931,Nagarbhavi,1350.0,2.0,54.6,3
2932,Nagarbhavi,1223.0,2.0,60.0,2
2933,Nagarbhavi,956.0,2.0,49.0,2
2934,Nagarbhavi,1560.0,3.0,66.0,3
2935,Nagarbhavi,1515.0,2.0,79.0,3
2936,Nagarbhavi,1146.0,2.0,50.0,2
2937,Nagarbhavi,1190.0,2.0,63.0,2
2938,Nagarbhavi,1635.0,3.0,85.0,3
2939,Nagavarapalya,1392.0,2.0,99.0,2
2940,Nagavarapalya,705.0,1.0,52.5,1
2941,Nagavarapalya,1300.0,3.0,80.0,3
2942,Nagavarapalya,705.0,1.0,57.0,1
2943,Nagavarapalya,705.0,1.0,55.0,1
2944,Nagavarapalya,705.0,1.0,57.0,1
2945,Nagavarapalya,1335.0,2.0,110.0,2
2946,Neeladri Nagar,1053.0,2.0,45.0,2
2947,Neeladri Nagar,1363.0,2.0,68.0,2
2948,Neeladri Nagar,2556.0,3.0,133.0,3
2949,Neeladri Nagar,674.0,1.0,21.0,1
2950,Neeladri Nagar,527.0,1.0,26.0,1
2951,Neeladri Nagar,1167.0,2.0,38.0,3
2952,Neeladri Nagar,640.0,1.0,20.5,1
2953,Neeladri Nagar,1105.0,2.0,30.0,2
2954,Neeladri Nagar,1100.0,2.0,30.0,2
2955,Neeladri Nagar,2111.0,3.0,103.0,3
2956,Old Airport Road,2732.0,4.0,204.0,4
2957,Old Airport Road,2690.0,4.0,191.0,4
2958,Old Airport Road,2690.0,4.0,199.0,4
2959,Old Airport Road,2690.0,4.0,191.0,4
2960,Old Airport Road,2658.0,5.0,187.0,4
2961,Old Airport Road,2774.0,4.0,208.0,4
2962,Old Airport Road,2774.0,4.0,208.0,4
2963,Old Airport Road,2690.0,4.0,201.0,4
2964,Old Airport Road,2732.0,4.0,194.0,4
2965,Old Airport Road,2658.0,5.0,189.0,4
2966,Old Airport Road,2774.0,4.0,197.0,4
2967,Old Airport Road,2774.0,4.0,197.0,4
2968,Old Airport Road,2732.0,4.0,204.0,4
2969,Old Airport Road,2774.0,4.0,208.0,4
2970,Old Airport Road,1184.0,2.0,78.0,2
2971,Old Airport Road,1055.0,2.0,75.0,2
2972,Old Madras Road,1425.0,2.0,94.0,3
2973,Old Madras Road,3715.0,6.0,224.5,4
2976,Old Madras Road,935.0,2.0,45.0,2
2978,Old Madras Road,1720.0,3.0,100.0,3
2979,Old Madras Road,1200.0,2.0,72.0,2
2980,Old Madras Road,1225.0,2.0,53.55,2
2981,Old Madras Road,1100.0,2.0,70.0,2
2982,Old Madras Road,2760.0,5.0,157.0,3
2983,Old Madras Road,1171.0,2.0,75.0,2
2984,Old Madras Road,935.0,2.0,45.0,2
2985,Old Madras Road,4500.0,7.0,294.0,5
2987,Old Madras Road,1065.0,2.0,47.86,2
2988,Old Madras Road,2010.0,3.0,125.0,4
2990,Old Madras Road,1480.0,2.0,84.0,3
2991,Old Madras Road,1210.0,2.0,74.0,2
2992,Old Madras Road,1171.0,2.0,72.0,2
2994,Old Madras Road,1480.0,3.0,95.0,3
2996,Old Madras Road,1210.0,2.0,80.0,2
2997,Old Madras Road,1859.0,3.0,121.0,3
2998,Old Madras Road,2990.0,5.0,173.0,3
3000,Old Madras Road,2300.0,3.0,142.0,3
3002,Old Madras Road,1210.0,2.0,80.0,2
3003,Old Madras Road,1210.0,2.0,77.0,2
3004,Old Madras Road,5020.0,7.0,287.0,5
3006,Old Madras Road,1330.0,2.0,74.0,2
3007,Old Madras Road,1720.0,3.0,106.0,3
3008,Old Madras Road,2640.0,5.0,150.0,3
3009,Old Madras Road,2990.0,3.0,170.0,3
3011,Old Madras Road,1171.0,2.0,73.0,2
3012,Old Madras Road,1630.0,3.0,110.0,3
3013,Old Madras Road,1165.0,2.0,52.0,2
3014,Old Madras Road,2640.0,2.0,170.0,2
3015,Old Madras Road,1165.0,2.0,51.42,2
3016,Padmanabhanagar,1100.0,2.0,65.0,2
3017,Padmanabhanagar,1531.0,2.0,75.0,3
3018,Padmanabhanagar,1400.0,3.0,65.0,3
3019,Padmanabhanagar,1200.0,2.0,60.0,2
3020,Padmanabhanagar,1067.0,2.0,52.0,2
3021,Padmanabhanagar,1250.0,2.0,70.0,3
3022,Padmanabhanagar,1360.0,3.0,75.0,3
3023,Padmanabhanagar,2051.0,3.0,170.0,3
3024,Padmanabhanagar,1150.0,2.0,50.0,2
3025,Panathur,1359.0,2.0,87.0,2
3026,Panathur,1438.0,2.0,100.0,2
3027,Panathur,1688.0,3.0,118.0,3
3028,Panathur,1198.0,2.0,77.0,2
3029,Panathur,1180.0,2.0,70.0,2
3030,Panathur,1546.0,3.0,99.0,3
3031,Panathur,1195.0,2.0,84.0,2
3033,Panathur,1109.0,2.0,63.0,2
3034,Panathur,1199.0,2.0,85.0,2
3035,Panathur,1255.0,2.0,79.0,2
3036,Panathur,1198.0,2.0,82.0,2
3037,Panathur,1235.0,2.0,65.0,2
3038,Panathur,1199.0,2.0,85.0,2
3039,Panathur,1199.0,2.0,85.0,2
3040,Panathur,1713.0,3.0,120.0,3
3042,Panathur,1398.0,2.0,97.0,2
3043,Panathur,1230.0,2.0,80.0,2
3044,Panathur,980.0,2.0,57.0,2
3045,Panathur,1075.0,2.0,60.0,2
3046,Panathur,1343.0,2.0,76.0,2
3047,Parappana Agrahara,1194.0,2.0,47.0,2
3048,Parappana Agrahara,1194.0,2.0,47.0,2
3049,Parappana Agrahara,1194.0,2.0,47.0,2
3050,Parappana Agrahara,1194.0,2.0,47.0,2
3051,Parappana Agrahara,1194.0,2.0,47.0,2
3052,Parappana Agrahara,1194.0,2.0,47.0,2
3053,Parappana Agrahara,1194.0,2.0,47.0,2
3054,Pattandur Agrahara,1550.0,2.0,80.0,3
3055,Pattandur Agrahara,1025.0,2.0,44.5,2
3056,Pattandur Agrahara,1247.0,2.0,59.8,2
3057,Pattandur Agrahara,900.0,2.0,42.0,2
3058,Pattandur Agrahara,1302.0,2.0,66.0,2
3059,Pattandur Agrahara,1550.0,2.0,80.0,3
3060,Pattandur Agrahara,1247.0,2.0,62.35,2
3061,Pattandur Agrahara,1350.0,2.0,68.0,2
3065,Rachenahalli,1050.0,2.0,52.5,2
3067,Rachenahalli,1113.0,2.0,55.0,2
3071,Rachenahalli,680.0,1.0,32.64,1
3072,Rachenahalli,412.5,1.0,19.8,1
3075,Rachenahalli,690.0,1.0,39.8,1
3076,Rachenahalli,985.0,2.0,49.97,2
3079,Rachenahalli,2710.0,3.0,170.0,3
3080,Rachenahalli,985.0,2.0,49.97,2
3081,Rachenahalli,1856.0,3.0,106.0,3
3082,Rachenahalli,985.0,2.0,50.17,2
3083,Rachenahalli,2600.0,3.0,160.0,3
3084,Rachenahalli,1756.0,3.0,110.0,3
3087,Rachenahalli,985.0,2.0,50.17,2
3088,Raja Rajeshwari Nagar,1540.0,3.0,60.0,3
3090,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
3091,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2
3092,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
3093,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3094,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2
3095,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2
3096,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2
3097,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2
3098,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3099,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2
3100,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3
3102,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2
3103,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2
3105,Raja Rajeshwari Nagar,1530.0,3.0,61.2,3
3106,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2
3107,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2
3108,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2
3109,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2
3110,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3
3112,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2
3113,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3
3115,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2
3116,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2
3117,Raja Rajeshwari Nagar,1560.0,2.0,62.4,3
3118,Raja Rajeshwari Nagar,648.0,1.0,31.75,1
3119,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
3120,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2
3122,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2
3123,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2
3124,Raja Rajeshwari Nagar,1510.0,2.0,59.0,3
3125,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3126,Raja Rajeshwari Nagar,1267.0,2.0,42.85,2
3127,Raja Rajeshwari Nagar,1120.0,2.0,37.95,2
3128,Raja Rajeshwari Nagar,1240.0,2.0,53.27,2
3129,Raja Rajeshwari Nagar,1165.0,2.0,45.0,2
3130,Raja Rajeshwari Nagar,1120.0,2.0,37.97,2
3131,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
3132,Raja Rajeshwari Nagar,1303.0,2.0,44.17,2
3134,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
3135,Raja Rajeshwari Nagar,1140.0,2.0,49.27,2
3137,Raja Rajeshwari Nagar,1095.0,2.0,38.33,2
3138,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2
3139,Raja Rajeshwari Nagar,1133.0,2.0,38.41,2
3140,Raja Rajeshwari Nagar,1151.0,2.0,49.0,2
3141,Raja Rajeshwari Nagar,1267.0,2.0,54.35,2
3143,Raja Rajeshwari Nagar,1100.0,2.0,50.0,2
3144,Raja Rajeshwari Nagar,1185.0,2.0,40.17,2
3145,Raja Rajeshwari Nagar,1751.0,3.0,72.0,3
3146,Raja Rajeshwari Nagar,1306.0,2.0,44.17,2
3147,Raja Rajeshwari Nagar,1196.0,2.0,40.44,2
3148,Raja Rajeshwari Nagar,1128.0,2.0,40.0,2
3149,Raja Rajeshwari Nagar,1151.0,2.0,39.0,2
3150,Raja Rajeshwari Nagar,1375.0,2.0,54.99,3
3151,Raja Rajeshwari Nagar,1060.0,2.0,48.0,2
3152,Raja Rajeshwari Nagar,1128.0,2.0,48.79,2
3153,Raja Rajeshwari Nagar,1170.0,2.0,50.0,2
3154,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3155,Raja Rajeshwari Nagar,1255.0,2.0,53.87,2
3156,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
3157,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
3158,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3159,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3162,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
3163,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
3164,Raja Rajeshwari Nagar,1140.0,2.0,38.65,2
3165,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2
3166,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3167,Raja Rajeshwari Nagar,1133.0,2.0,40.0,2
3171,Raja Rajeshwari Nagar,1185.0,2.0,51.15,2
3172,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2
3173,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3174,Raja Rajeshwari Nagar,1240.0,2.0,42.04,2
3175,Raja Rajeshwari Nagar,1530.0,3.0,64.0,3
3176,Raja Rajeshwari Nagar,1587.0,3.0,73.8,3
3178,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2
3179,Raja Rajeshwari Nagar,945.0,2.0,45.0,2
3180,Raja Rajeshwari Nagar,1303.0,2.0,55.78,2
3181,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2
3182,Raja Rajeshwari Nagar,1270.0,2.0,62.0,2
3183,Raja Rajeshwari Nagar,1260.0,2.0,62.0,3
3184,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3185,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3
3186,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
3187,Raja Rajeshwari Nagar,1206.0,2.0,40.7,2
3188,Raja Rajeshwari Nagar,1485.0,2.0,63.0,3
3189,Raja Rajeshwari Nagar,1335.0,2.0,56.0,3
3191,Raja Rajeshwari Nagar,1255.0,2.0,42.54,2
3192,Raja Rajeshwari Nagar,1530.0,3.0,64.86,3
3193,Raja Rajeshwari Nagar,1140.0,2.0,44.0,2
3194,Raja Rajeshwari Nagar,1140.0,2.0,39.0,2
3195,Raja Rajeshwari Nagar,1187.0,2.0,40.14,2
3196,Rajaji Nagar,1640.0,3.0,229.0,3
3198,Rajaji Nagar,3516.0,4.0,540.0,4
3199,Rajaji Nagar,1640.0,3.0,223.0,3
3200,Rajaji Nagar,2849.0,5.0,300.0,5
3201,Rajaji Nagar,1800.0,3.0,260.0,3
3202,Rajaji Nagar,1640.0,3.0,241.0,3
3203,Rajaji Nagar,1370.0,2.0,170.0,2
3204,Rajaji Nagar,2409.0,3.0,360.0,3
3205,Rajaji Nagar,3436.0,6.0,500.0,4
3206,Rajaji Nagar,1440.0,2.0,170.0,2
3207,Rajaji Nagar,1440.0,2.0,185.0,2
3208,Rajaji Nagar,1640.0,3.0,230.0,3
3209,Rajaji Nagar,1800.0,2.0,250.0,3
3210,Rajaji Nagar,1640.0,3.0,220.0,3
3211,Rajaji Nagar,2500.0,3.0,350.0,3
3214,Rajaji Nagar,2559.0,3.0,403.0,3
3215,Rajaji Nagar,1763.0,3.0,262.0,2
3216,Rajaji Nagar,1640.0,3.0,220.0,3
3217,Rajaji Nagar,1800.0,3.0,240.0,3
3218,Rajaji Nagar,1268.0,2.0,127.0,2
3219,Rajaji Nagar,2450.0,3.0,330.0,3
3220,Rajaji Nagar,1640.0,3.0,251.0,3
3221,Rajaji Nagar,2367.0,4.0,340.0,3
3222,Rajaji Nagar,1720.0,3.0,224.0,3
3223,Rajaji Nagar,2500.0,3.0,340.0,3
3224,Rajaji Nagar,2390.0,3.0,372.0,3
3225,Rajaji Nagar,1763.0,3.0,240.0,2
3226,Rajaji Nagar,2367.0,3.0,320.0,3
3227,Rajaji Nagar,1440.0,2.0,165.0,2
3228,Rajaji Nagar,1640.0,3.0,245.0,3
3229,Rajiv Nagar,1690.0,3.0,125.0,3
3230,Rajiv Nagar,1263.0,2.0,93.32,2
3231,Rajiv Nagar,2340.0,4.0,148.0,4
3232,Rajiv Nagar,2340.0,5.0,129.0,4
3233,Rajiv Nagar,1330.0,2.0,93.0,2
3234,Rajiv Nagar,2340.0,5.0,129.0,4
3235,Rajiv Nagar,2340.0,4.0,145.0,4
3236,Rajiv Nagar,2330.0,5.0,175.0,4
3237,Rajiv Nagar,2340.0,5.0,160.0,4
3238,Ramagondanahalli,1151.0,2.0,48.77,2
3239,Ramagondanahalli,1251.0,2.0,47.0,2
3240,Ramagondanahalli,1235.0,2.0,52.04,2
3241,Ramagondanahalli,1610.0,2.0,111.0,3
3243,Ramagondanahalli,1235.0,2.0,46.8,2
3244,Ramagondanahalli,1215.0,2.0,51.26,2
3245,Ramagondanahalli,2257.0,4.0,157.0,3
3246,Ramagondanahalli,1251.0,2.0,47.4,2
3247,Ramagondanahalli,1610.0,2.0,115.0,3
3248,Ramagondanahalli,920.0,2.0,65.0,2
3249,Ramagondanahalli,1215.0,2.0,45.5,2
3250,Ramagondanahalli,1253.0,2.0,52.66,2
3251,Ramagondanahalli,1295.0,2.0,95.0,2
3252,Ramagondanahalli,1151.0,2.0,50.5,2
3253,Ramagondanahalli,1235.0,2.0,49.3,2
3254,Ramagondanahalli,2257.0,3.0,159.0,3
3255,Ramagondanahalli,1295.0,2.0,95.0,2
3257,Ramagondanahalli,1910.0,3.0,142.0,3
3258,Ramagondanahalli,1215.0,2.0,46.1,2
3260,Ramagondanahalli,1251.0,2.0,50.0,2
3261,Ramagondanahalli,1610.0,2.0,115.0,3
3262,Ramagondanahalli,1151.0,2.0,43.6,2
3264,Ramagondanahalli,1251.0,2.0,53.0,2
3265,Ramagondanahalli,1910.0,3.0,150.0,3
3268,Ramagondanahalli,1251.0,2.0,46.0,2
3270,Ramagondanahalli,1151.0,2.0,46.0,2
3271,Ramagondanahalli,1610.0,2.0,112.0,3
3272,Ramagondanahalli,1610.0,2.0,115.0,3
3273,Ramagondanahalli,2787.0,5.0,220.0,4
3275,Ramagondanahalli,1125.0,2.0,75.0,2
3276,Ramagondanahalli,1151.0,2.0,42.5,2
3277,Ramagondanahalli,2257.0,3.0,155.0,3
3278,Ramagondanahalli,1500.0,3.0,100.0,3
3279,Ramagondanahalli,1910.0,3.0,131.0,3
3280,Ramamurthy Nagar,1040.0,2.0,50.0,2
3281,Ramamurthy Nagar,1185.0,2.0,45.5,2
3282,Ramamurthy Nagar,1170.0,2.0,46.8,2
3283,Ramamurthy Nagar,1200.0,2.0,48.0,2
3287,Ramamurthy Nagar,1125.0,2.0,47.0,2
3288,Ramamurthy Nagar,1200.0,2.0,46.0,2
3289,Ramamurthy Nagar,1200.0,2.0,57.9,2
3290,Ramamurthy Nagar,1305.0,3.0,60.0,3
3291,Ramamurthy Nagar,1170.0,2.0,44.0,2
3292,Ramamurthy Nagar,1050.0,2.0,51.66,2
3293,Ramamurthy Nagar,1101.0,2.0,50.0,2
3294,Ramamurthy Nagar,935.0,2.0,39.0,2
3295,Ramamurthy Nagar,960.0,2.0,35.0,2
3296,Sahakara Nagar,2830.0,3.0,195.0,4
3297,Sahakara Nagar,1500.0,2.0,95.0,3
3298,Sahakara Nagar,1270.0,2.0,69.85,2
3299,Sahakara Nagar,960.0,2.0,56.0,2
3300,Sahakara Nagar,1048.0,2.0,50.0,2
3301,Sahakara Nagar,1000.0,2.0,60.0,2
3302,Sahakara Nagar,1370.0,2.0,90.0,3
3303,Sahakara Nagar,1180.0,2.0,72.0,2
3304,Sahakara Nagar,1270.0,2.0,96.0,2
3305,Sahakara Nagar,1201.0,2.0,80.0,2
3306,Sahakara Nagar,1291.0,2.0,72.3,2
3307,Sarjapur,2250.0,3.0,148.0,3
3308,Sarjapur,1600.0,3.0,75.0,3
3309,Sarjapur,1242.5,2.0,43.49,2
3310,Sarjapur,1128.0,2.0,60.0,2
3311,Sarjapur,1185.0,2.0,47.0,2
3312,Sarjapur,649.5,1.0,17.535,1
3313,Sarjapur,1020.0,2.0,35.0,2
3314,Sarjapur,950.0,2.0,32.5,2
3315,Sarjapur,1285.0,2.0,68.0,3
3316,Sarjapur,3190.0,3.0,160.0,4
3317,Sarjapur,1215.0,2.0,40.0,2
3319,Sarjapur,1200.0,3.0,78.0,3
3320,Sarjapur,1000.0,2.0,30.0,2
3321,Sarjapur,1157.0,2.0,40.0,2
3322,Sarjapur,625.0,1.0,19.0,1
3323,Sarjapur,2585.5,4.0,139.5,4
3324,Sarjapur,940.0,2.0,25.38,2
3325,Sarjapur,1404.0,2.0,53.35,3
3326,Sarjapur,1364.0,2.0,56.0,3
3327,Sarjapur,1124.0,2.0,30.35,2
3328,Sarjapur,1044.0,2.0,32.0,2
3329,Sarjapur,650.0,1.0,19.87,1
3331,Sarjapur,1044.0,2.0,34.0,2
3332,Sarjapur,1200.0,3.0,76.13,3
3333,Sarjapur,1200.0,2.0,62.0,2
3334,Sarjapur,900.0,2.0,27.98,2
3337,Sarjapur,920.0,2.0,33.0,2
3339,Sarjapur,1333.0,3.0,50.0,3
3340,Sarjapur,1044.0,2.0,36.0,2
3341,Sarjapur,950.0,2.0,35.0,2
3343,Sarjapur,2172.0,3.0,100.0,3
3344,Sarjapur,633.0,1.0,17.09,1
3345,Sarjapur,1500.0,5.0,95.0,3
3346,Sarjapur,2400.0,3.0,140.0,4
3347,Sarjapur,1095.0,2.0,45.0,2
3348,Sarjapur  Road,2497.0,3.0,140.0,3
3350,Sarjapur  Road,1787.0,3.0,125.0,3
3354,Sarjapur  Road,1346.0,2.0,74.03,2
3355,Sarjapur  Road,1195.0,2.0,70.0,2
3356,Sarjapur  Road,1550.0,3.0,100.0,3
3357,Sarjapur  Road,2100.0,3.0,125.0,3
3358,Sarjapur  Road,1691.0,3.0,113.0,3
3359,Sarjapur  Road,1278.0,2.0,95.0,2
3361,Sarjapur  Road,1984.0,4.0,146.0,3
3365,Sarjapur  Road,1700.0,3.0,110.0,3
3366,Sarjapur  Road,1157.0,2.0,75.0,3
3367,Sarjapur  Road,1282.0,2.0,72.0,2
3368,Sarjapur  Road,4111.0,4.0,310.0,4
3369,Sarjapur  Road,3430.0,6.0,228.5,4
3370,Sarjapur  Road,3900.0,4.0,300.0,4
3373,Sarjapur  Road,1050.0,2.0,62.0,2
3374,Sarjapur  Road,1700.0,3.0,135.0,3
3375,Sarjapur  Road,1691.0,3.0,119.0,3
3376,Sarjapur  Road,1846.0,3.0,140.0,3
3379,Sarjapur  Road,1845.0,4.0,110.0,3
3380,Sarjapur  Road,1233.0,2.0,77.65,2
3382,Sarjapur  Road,3750.0,6.0,290.0,4
3384,Sarjapur  Road,1680.0,3.0,112.0,3
3385,Sarjapur  Road,1255.0,2.0,92.0,2
3386,Sarjapur  Road,1311.0,2.0,78.0,2
3387,Sarjapur  Road,1157.0,2.0,75.0,3
3388,Sarjapur  Road,1145.0,2.0,75.0,2
3391,Sarjapur  Road,2180.0,3.0,170.0,3
3393,Sarjapur  Road,1750.0,3.0,110.0,3
3396,Sarjapur  Road,1200.0,3.0,70.0,3
3397,Sarjapur  Road,2600.0,3.0,200.0,3
3398,Sarjapur  Road,685.0,1.0,40.0,1
3400,Sarjapur  Road,1241.0,2.0,82.0,2
3403,Sarjapur  Road,1280.0,2.0,76.0,2
3406,Sarjapur  Road,1308.0,2.0,83.0,2
3407,Sarjapur  Road,1592.0,3.0,91.0,3
3408,Sarjapur  Road,1150.0,2.0,77.0,2
3409,Sarjapur  Road,1965.0,3.0,120.0,3
3410,Sarjapur  Road,2275.0,4.0,180.0,3
3412,Sarjapur  Road,1418.0,2.0,78.0,2
3413,Sarjapur  Road,1200.0,2.0,93.0,2
3416,Sarjapur  Road,1525.0,2.0,87.0,3
3419,Sarjapur  Road,715.0,1.0,29.0,1
3420,Sarjapur  Road,1230.0,2.0,94.5,2
3421,Sarjapur  Road,1750.0,3.0,99.0,3
3423,Sarjapur  Road,1500.0,3.0,88.0,3
3425,Sarjapur  Road,1846.0,3.0,145.0,3
3426,Sarjapur  Road,1067.0,2.0,60.0,2
3428,Sarjapur  Road,1700.0,3.0,95.0,3
3430,Sarjapur  Road,2556.0,3.0,169.0,3
3431,Sarjapur  Road,1278.0,2.0,90.0,2
3433,Sarjapur  Road,1305.0,2.0,99.0,2
3437,Sarjapur  Road,1455.0,2.0,98.0,3
3438,Sarjapur  Road,1850.0,3.0,140.0,3
3439,Sarjapur  Road,950.0,1.0,39.9,1
3440,Sarjapur  Road,1826.0,3.0,130.0,3
3441,Sarjapur  Road,1660.0,2.0,116.0,3
3442,Sarjapur  Road,1700.0,3.0,108.0,3
3445,Sarjapur  Road,539.0,1.0,45.0,1
3446,Sarjapur  Road,1200.0,2.0,75.0,2
3450,Sarjapur  Road,1877.0,4.0,150.0,3
3451,Sarjapur  Road,1229.0,2.0,70.0,2
3452,Sarjapur  Road,1711.0,3.0,110.0,3
3453,Sarjapur  Road,1050.0,2.0,63.5,2
3454,Sarjapur  Road,1350.0,2.0,102.0,2
3456,Sarjapur  Road,1457.0,3.0,85.0,3
3457,Sarjapur  Road,1685.0,3.0,135.0,3
3459,Sarjapur  Road,1200.0,3.0,70.0,3
3462,Sarjapur  Road,984.0,2.0,55.0,2
3466,Sarjapur  Road,1320.0,2.0,100.0,2
3467,Sarjapur  Road,1984.0,4.0,145.0,3
3469,Sarjapur  Road,1550.0,2.0,89.0,3
3470,Sarjapur  Road,2425.0,5.0,201.0,4
3471,Sarjapur  Road,1691.0,3.0,113.0,3
3472,Sarjapur  Road,2070.0,4.0,160.0,3
3473,Sarjapur  Road,1435.0,3.0,90.0,3
3475,Sarjapur  Road,1693.0,3.0,125.0,3
3476,Sarjapur  Road,1826.0,3.0,125.0,3
3477,Sarjapur  Road,1660.0,3.0,116.0,3
3481,Sarjapur  Road,2900.0,4.0,240.0,4
3482,Sarjapur  Road,1157.0,2.0,74.0,3
3483,Sarjapur  Road,1700.0,3.0,118.0,3
3484,Sarjapur  Road,1691.0,3.0,120.0,3
3486,Sarjapur  Road,1308.0,2.0,75.0,2
3487,Sarjapur  Road,1580.0,3.0,125.0,3
3489,Sarjapur  Road,1763.25,3.0,98.0,3
3490,Sarjapur  Road,1826.0,3.0,130.0,3
3491,Sarjapur  Road,1550.0,2.0,98.0,3
3494,Sarjapur  Road,984.0,2.0,59.0,2
3495,Sarjapur  Road,1489.0,3.0,88.0,3
3496,Sarjapur  Road,702.0,1.0,52.0,1
3497,Sarjapur  Road,1242.0,2.0,75.0,2
3498,Sarjapur  Road,2275.0,4.0,185.0,3
3499,Sarjapur  Road,2100.0,3.0,135.0,3
3501,Sarjapur  Road,1862.0,4.0,110.0,3
3502,Sarjapur  Road,2275.0,4.0,175.0,3
